"ID","inchikey","sdftitle","order","set","CVfold","NR.AhR","NR.AR","NR.AR.LBD","NR.Aromatase","NR.ER","NR.ER.LBD","NR.PPAR.gamma","SR.ARE","SR.ATAD5","SR.HSE","SR.MMP","SR.p53"
"NCGC00178369-05","NLOALSPYZIIXEO-UHFFFAOYSA-N","NCGC00178369-05",150,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"NCGC00016246-09","GHXZTYHSJHQHIJ-UHFFFAOYSA-N","NCGC00016246-09",151,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00253658-01","USRHYDPUVLEVMC-FQEVSTJZSA-N","NCGC00253658-01",152,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00164483-03","LOCIGFDPZFJXFT-UHFFFAOYSA-N","NCGC00164483-03",153,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00160412-04","YKWQHMLRAPIWDP-UHFFFAOYSA-N","NCGC00160412-04",154,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00022001-13","YJGVMLPVUAXIQN-XVVDYKMHSA-N","NCGC00022001-13",155,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00091250-12","QEVHRUUCFGRFIF-MDEJGZGSSA-N","NCGC00091250-12",156,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00319019-01","CTMCWCONSULRHO-WQKZQJHCSA-N","NCGC00319019-01",157,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00159456-11","YLMAHDNUQAMNNX-UHFFFAOYSA-N","NCGC00159456-11",158,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00018158-09","VJECBOKJABCYMF-UHFFFAOYSA-N","NCGC00018158-09",159,"training",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00094574-15","ZOCSXAVNDGMNBV-UHFFFAOYSA-N","NCGC00094574-15",160,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00262950-01","RBGAHDDQSRBDOG-UHFFFAOYSA-N","NCGC00262950-01",161,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00160408-03","CZCHIEJNWPNBDE-UHFFFAOYSA-N","NCGC00160408-03",162,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"NCGC00095082-06","OIRFJRBSRORBCM-UHFFFAOYSA-N","NCGC00095082-06",163,"training",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00091455-09","RZEKVGVHFLEQIL-UHFFFAOYSA-N","NCGC00091455-09",164,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00319023-02","PYZOVVQJTLOHDG-FQEVSTJZSA-N","NCGC00319023-02",165,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00160665-02","GZIISXIDAZYOLI-UHFFFAOYSA-N","NCGC00160665-02",166,"training",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"NCGC00249916-01","HZTMGWSBSDLALI-UHFFFAOYSA-N","NCGC00249916-01",167,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"NCGC00160648-02","VBIZUNYMJSPHBH-OQLLNIDSSA-N","NCGC00160648-02",168,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"NCGC00168085-05","WAEXFXRVDQXREF-UHFFFAOYSA-N","NCGC00168085-05",169,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00160373-02","QGMGHALXLXKCBD-UHFFFAOYSA-N","NCGC00160373-02",170,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00178737-05","AJZJIYUOOJLBAU-ZYIUJVGZSA-N","NCGC00178737-05",171,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00263572-01","BOFQWVMAQOTZIW-UHFFFAOYSA-N","NCGC00263572-01",172,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00015360-08","QPCDCPDFJACHGM-UHFFFAOYSA-N","NCGC00015360-08",173,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00016876-12","HXHWSAZORRCQMX-UHFFFAOYSA-N","NCGC00016876-12",174,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"NCGC00017257-14","WZHJKEUHNJHDLS-QTGUNEKASA-N","NCGC00017257-14",175,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00262533-02","WYJAPUKIYAZSEM-MOPGFXCFSA-N","NCGC00262533-02",176,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00164590-02","METQSPRSQINEEU-HXCATZOESA-N","NCGC00164590-02",177,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00159544-03","HTGCJAAPDHZCHL-UHFFFAOYSA-N","NCGC00159544-03",178,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00025212-08","DHZBEENLJMYSHQ-OBDNUKKESA-N","NCGC00025212-08",179,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00263565-01","SIGSPDASOTUPFS-XUDSTZEESA-N","NCGC00263565-01",180,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00163778-09","XVTXMTOYQVRHSK-UHFFFAOYSA-N","NCGC00163778-09",181,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"NCGC00263548-01","KDQAABAKXDWYSZ-PNYVAJAMSA-N","NCGC00263548-01",182,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00016765-09","HUPFGZXOMWLGNK-UHFFFAOYSA-N","NCGC00016765-09",183,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00253742-01","JCLHQFUTFHUXNN-UHFFFAOYSA-N","NCGC00253742-01",184,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00188346-02","MFAQYJIYDMLAIM-UHFFFAOYSA-N","NCGC00188346-02",185,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00091532-06","NCKMMSIFQUPKCK-UHFFFAOYSA-N","NCGC00091532-06",186,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00164625-04","GPUADMRJQVPIAS-QCVDVZFFSA-M","NCGC00164625-04",187,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00091183-04","BSWWXRFVMJHFBN-UHFFFAOYSA-N","NCGC00091183-04",188,"training",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00249891-01","NUNIWXHYABYXKF-UHFFFAOYSA-N","NCGC00249891-01",189,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00094561-06","SBNFWQZLDJGRLK-UHFFFAOYSA-N","NCGC00094561-06",190,"training",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00023064-05","FRQMUZJSZHZSGN-HBNHAYAOSA-N","NCGC00023064-05",191,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00024246-15","STQGQHZAVUOBTE-VGBVRHCVSA-N","NCGC00024246-15",192,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00165767-04","GVOUFPWUYJWQSK-UHFFFAOYSA-N","NCGC00165767-04",193,"training",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"NCGC00263521-01","FBHSPRKOSMHSIF-GRMWVWQJSA-N","NCGC00263521-01",194,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00159346-04","DOMXUEMWDBAQBQ-WEVVVXLNSA-N","NCGC00159346-04",195,"training",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00166086-03","QNIVIMYXGGFTAK-UHFFFAOYSA-N","NCGC00166086-03",196,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00018139-07","SFBODOKJTYAUCM-UHFFFAOYSA-N","NCGC00018139-07",197,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00179385-03","GNUXVOXXWGNPIV-UHFFFAOYSA-N","NCGC00179385-03",198,"training",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00015121-17","QZVCTJOXCFMACW-UHFFFAOYSA-N","NCGC00015121-17",199,"training",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"NCGC00015714-16","UIAGMCDKSXEBJQ-UHFFFAOYSA-N","NCGC00015714-16",200,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00164633-02","VKQFCGNPDRICFG-UHFFFAOYSA-N","NCGC00164633-02",201,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00015455-10","RZTAMFZIAATZDJ-UHFFFAOYSA-N","NCGC00015455-10",202,"training",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"NCGC00016960-07","WIGIZIANZCJQQY-RUCARUNLSA-N","NCGC00016960-07",203,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00016610-07","FUSNMLFNXJSCDI-UHFFFAOYSA-N","NCGC00016610-07",204,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00253726-01","WCTGYFWVYBPRGF-UHFFFAOYSA-N","NCGC00253726-01",205,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00016384-15","NHUHCSRWZMLRLA-UHFFFAOYSA-N","NCGC00016384-15",206,"training",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00249925-01","MIMJSJSRRDZIPW-UHFFFAOYSA-N","NCGC00249925-01",207,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00015819-15","JWHAUXFOSRPERK-UHFFFAOYSA-N","NCGC00015819-15",208,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00024777-04","KQWVAUSXZDRQPZ-UMTXDNHDSA-N","NCGC00024777-04",209,"training",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00178697-04","GURKHSYORGJETM-WAQYZQTGSA-N","NCGC00178697-04",210,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00016498-08","KNZADIMHVBBPOA-UHFFFAOYSA-N","NCGC00016498-08",211,"training",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"NCGC00013130-04","GKQYGRWQCWWSHN-UHFFFAOYSA-N","NCGC00013130-04",212,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00165846-04","DYCKFEBIOUQECE-UHFFFAOYSA-N","NCGC00165846-04",213,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00167537-02","XWAIAVWHZJNZQQ-UHFFFAOYSA-N","NCGC00167537-02",214,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00168254-02","PLYSCVSCYOQVRP-UHFFFAOYSA-N","NCGC00168254-02",215,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00015985-08","TUIXDPUEMQXVHO-UHFFFAOYSA-N","NCGC00015985-08",216,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00018100-08","LFVPBERIVUNMGV-UHFFFAOYSA-N","NCGC00018100-08",217,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00253702-01","KFZGLJSYQXZIGP-UHFFFAOYSA-N","NCGC00253702-01",218,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00168464-04","MOQZYUUHIWPDQC-UHFFFAOYSA-M","NCGC00168464-04",219,"training",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00015004-13","QWGDMFLQWFTERH-UHFFFAOYSA-N","NCGC00015004-13",220,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"NCGC00253606-01","ANUCDXCTICZJRH-UHFFFAOYSA-N","NCGC00253606-01",221,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00271513-02","KSMAGQUYOIHWFS-UHFFFAOYSA-N","NCGC00271513-02",222,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00253713-01","ZCJYUTQZBAIHBS-UHFFFAOYSA-N","NCGC00253713-01",223,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"NCGC00179578-03","WOFMFGQZHJDGCX-ZULDAHANSA-N","NCGC00179578-03",224,"training",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"NCGC00025179-12","VKHAHZOOUSRJNA-GCNJZUOMSA-N","NCGC00025179-12",225,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00017400-10","LUZRJRNZXALNLM-JGRZULCMSA-N","NCGC00017400-10",226,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00163169-05","FIADGNVRKBPQEU-UHFFFAOYSA-N","NCGC00163169-05",227,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00262954-01","IRLWJILLXJGJTD-UHFFFAOYSA-N","NCGC00262954-01",228,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00015928-05","MVGSNCBCUWPVDA-MFOYZWKCSA-N","NCGC00015928-05",229,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00160398-05","ZESSXQLDESEKGC-UHFFFAOYSA-N","NCGC00160398-05",230,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00161601-02","LFWHFZJPXXOYNR-MFOYZWKCSA-N","NCGC00161601-02",231,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00016490-12","LPEPZBJOKDYZAD-UHFFFAOYSA-N","NCGC00016490-12",232,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00166006-02","LEVWYRKDKASIDU-IMJSIDKUSA-N","NCGC00166006-02",233,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"NCGC00249900-01","VHWSRELATOUTAG-UHFFFAOYSA-N","NCGC00249900-01",234,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00188865-03","CUIHSIWYWATEQL-UHFFFAOYSA-N","NCGC00188865-03",235,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00015870-27","GMGIWEZSKCNYSW-UHFFFAOYSA-N","NCGC00015870-27",236,"training",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00179274-03","ULLNJSBQMBKOJH-SCNPRXQJSA-N","NCGC00179274-03",237,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00164501-02","ACFHHZJOAUZSJU-XBXARRHUSA-N","NCGC00164501-02",238,"training",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"NCGC00253587-01","PHWXUGHIIBDVKD-UHFFFAOYSA-N","NCGC00253587-01",239,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00181039-02","FMMOOAYVCKXGMF-MURFETPASA-N","NCGC00181039-02",240,"training",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"NCGC00159551-02","NFHRQQKPEBFUJK-HSZRJFAPSA-N","NCGC00159551-02",241,"training",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"NCGC00160370-02","YLWYNCPRXFCNLQ-UHFFFAOYSA-N","NCGC00160370-02",242,"training",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"NCGC00094852-03","XUIIKFGFIJCVMT-LBPRGKRZSA-N","NCGC00094852-03",243,"training",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00178555-02","KTGRHKOEFSJQNS-BDQAORGHSA-N","NCGC00178555-02",244,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00094937-04","PUXBGTOOZJQSKH-UHFFFAOYSA-N","NCGC00094937-04",245,"training",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00160527-03","HUZTYZBFZKRPFG-UHFFFAOYSA-N","NCGC00160527-03",246,"training",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00168759-05","OOUGLTULBSNHNF-UHFFFAOYSA-N","NCGC00168759-05",247,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00016278-10","HYYBABOKPJLUIN-UHFFFAOYSA-N","NCGC00016278-10",248,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00253693-01","QFGMXJOBTNZHEL-UHFFFAOYSA-N","NCGC00253693-01",249,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00159451-06","PFENFDGYVLAFBR-UHFFFAOYSA-N","NCGC00159451-06",250,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00163786-06","VEMKTZHHVJILDY-UXHICEINSA-N","NCGC00163786-06",251,"training",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00344565-01","PVLJETXTTWAYEW-UHFFFAOYSA-N","NCGC00344565-01",252,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00253598-01","SIBQAECNSSQUOD-UHFFFAOYSA-N","NCGC00253598-01",253,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00160553-03","JYGLAHSAISAEAL-UHFFFAOYSA-N","NCGC00160553-03",254,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00249902-01","LGUDKOQUWIHXOV-UHFFFAOYSA-N","NCGC00249902-01",255,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00015818-14","FSVJFNAIGNNGKK-UHFFFAOYSA-N","NCGC00015818-14",256,"training",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00164546-02","HGGAKXAHAYOLDJ-FHZUQPTBSA-N","NCGC00164546-02",257,"training",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00166309-02","VWAUPFMBXBWEQY-ANULTFPQSA-N","NCGC00166309-02",258,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00091009-07","GCKMFJBGXUYNAG-HLXURNFRSA-N","NCGC00091009-07",259,"training",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00161634-06","BLUAFEHZUWYNDE-VUDJGEMNSA-N","NCGC00161634-06",260,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00182082-03","CXGTZJYQWSUFET-LJQANCHMSA-N","NCGC00182082-03",261,"training",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00159336-03","FKENQMMABCRJMK-RITPCOANSA-N","NCGC00159336-03",262,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00018237-09","NFACJZMKEDPNKN-UHFFFAOYSA-N","NCGC00018237-09",263,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00259302-01","RAPBNVDSDCTNRC-UHFFFAOYSA-N","NCGC00259302-01",264,"training",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCGC00016296-07","DOBMPNYZJYQDGZ-UHFFFAOYSA-N","NCGC00016296-07",265,"training",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"NCGC00095109-08","PNVNVHUZROJLTJ-UHFFFAOYSA-N","NCGC00095109-08",266,"training",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00094614-06","OSDLLIBGSJNGJE-UHFFFAOYSA-N","NCGC00094614-06",267,"training",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00094818-09","PBBGSZCBWVPOOL-HDICACEKSA-N","NCGC00094818-09",268,"training",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"NCGC00164155-02","MOZDKDIOPSPTBH-UHFFFAOYSA-N","NCGC00164155-02",269,"training",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00015558-14","JWZZKOKVBUJMES-UHFFFAOYSA-N","NCGC00015558-14",270,"training",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00249050-02","XEDWWPGWIXPVRQ-UHFFFAOYSA-N","NCGC00249050-02",271,"training",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00166134-02","UOACKFBJUYNSLK-XRKIENNPSA-N","NCGC00166134-02",272,"training",3,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"NCGC00021304-05","ZESRJSPZRDMNHY-YFWFAHHUSA-N","NCGC00021304-05",273,"training",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00249912-01","APQPGQGAWABJLN-UHFFFAOYSA-N","NCGC00249912-01",274,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00164503-02","HLFJBIVEMZFFOG-UHFFFAOYSA-N","NCGC00164503-02",275,"training",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00159387-03","BXSSNHYHHLFNAV-UHFFFAOYSA-N","NCGC00159387-03",276,"training",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00178802-06","IDDIJAWJANBQLJ-UHFFFAOYSA-N","NCGC00178802-06",277,"training",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00167467-03","VEPSYABRBFXYIB-PWXDFCLTSA-M","NCGC00167467-03",278,"training",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00167509-02","VPUGSHLBERYQGC-UHFFFAOYSA-M","NCGC00167509-02",279,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00249052-02","WQFDRFDIWAMOPA-UHFFFAOYSA-L","NCGC00249052-02",280,"training",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00178241-04","AOSGRXSRTJKHRA-UHFFFAOYSA-L","NCGC00178241-04",281,"training",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00162116-04","VGEOUKPOQQEQSX-OALZAMAHSA-M","NCGC00162116-04",282,"training",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00021125-03","KPHWPUGNDIVLNH-UHFFFAOYSA-M","NCGC00021125-03",283,"training",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00023016-07","BITQGIOJQWZUPL-PBCQUBLHSA-M","NCGC00023016-07",284,"training",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00178782-04","SIGZQNJITOWQEF-VICXVTCVSA-M","NCGC00178782-04",285,"training",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00159340-05","RFMIKMMOLPNEDG-QVUDESDKSA-M","NCGC00159340-05",286,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00189073-02","CYOHGALHFOKKQC-UHFFFAOYSA-N","NCGC00189073-02",287,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00160438-02","WEEYMMXMBFJUAI-UHFFFAOYSA-N","NCGC00160438-02",288,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00095209-06","OLOOJGVNMBJLLR-UHFFFAOYSA-N","NCGC00095209-06",289,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00024494-02","QNAYBMKLOCPYGJ-UWTATZPHSA-N","NCGC00024494-02",290,"training",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"NCGC00253603-01","PTQMMNYJKCSPET-OMHQDGTGSA-N","NCGC00253603-01",291,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00167524-02","MQHLMHIZUIDKOO-AYHJJNSGSA-N","NCGC00167524-02",292,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00168352-02","CXBMCYHAMVGWJQ-UHFFFAOYSA-N","NCGC00168352-02",293,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"NCGC00063561-03","CPHGOBGXZQKCKI-UHFFFAOYSA-N","NCGC00063561-03",294,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00093949-05","DBPWSSGDRRHUNT-CEGNMAFCSA-N","NCGC00093949-05",295,"training",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00166298-02","UDKABVSQKJNZBH-DWNQPYOZSA-N","NCGC00166298-02",296,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00024196-05","RQZAXGRLVPAYTJ-GQFGMJRRSA-N","NCGC00024196-05",297,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00025004-04","JARNORYOPMINDY-UHFFFAOYSA-N","NCGC00025004-04",298,"training",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00249931-01","ZLVMAMIPILWYHQ-INIZCTEOSA-N","NCGC00249931-01",299,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00015086-04","PWKSKIMOESPYIA-BYPYZUCNSA-N","NCGC00015086-04",300,"training",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00253740-01","VPPJLAIAVCUEMN-GFCCVEGCSA-N","NCGC00253740-01",301,"training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
